M31N	RA	DEC	UVIT field	Each Epoch detection	Discovery JD	MAG	MAG_err	Filt	T2	T2_err	alternative names	F148W mag	F148W err	F148W upper limit	F172M mag	F172M err	F172M upper limit	F169M mag	F169M err	F169M upper limit	N219M mag	N219M err	N219M upper limit	N279N mag	N279N err	N279N upper limit
1982-08b	00 : 46 : 06.68	 + 42 : 03 : 49.3	8	N	2445204.34	15.6		B			ShAl 27, M31 V1183	99	99	22.706	99	99	22.105				99	99	22.055	99	99	21.441
1982-08a	00 : 42 : 51.63	 + 41 : 19 : 04.6	1	N	2445200.49	17.6		Ha			[CFN87] 4, R128, M31 V0950	99	99	23.557	99	99	22.666	99	99	22.942	99	99	22.083	99	99	21.462
1981-12a	00 : 42 : 40.36	 + 41 : 17 : 40.1	1	N	2444965	17.5		B			R127, M31 V0877	99	99	23.396	99	99	22.67	99	99	22.5	99	99	22.052	99	99	21.035
1981-11b	00 : 44 : 55.95	 + 41 : 25 : 44.0	2	N	2444937	17		B			R126, M31 V1125	99	99	22.761	99	99	21.484				99	99	22.012	99	99	21.333
1981-11a	00 : 42 : 17.43	 + 41 : 24 : 12.6	1	N	2444926	17		B			R125, M31 V0757	99	99	23.915	99	99	23.282	99	99	22.626	99	99	22.083	99	99	21.526
1981-09d	00 : 43 : 06.23	 + 41 : 13 : 59.3	1	N	2444872.5	15.8		Ha			[CFJ83] 4, M31 V1021	99	99	23.757	99	99	22.841	99	99	22.626	99	99	22.083	99	99	21.526
1981-09c	00 : 42 : 48.53	 + 41 : 19 : 00.9	1	N	2444872.5	15		Ha			[CFJ83] 3, M31 V0984	99	99	23.453	99	99	22.676	99	99	22.783	99	99	21.955	99	99	21.456
1981-09b	00 : 42 : 40.92	 + 41 : 18 : 14.6	1	N	2444872.5	14.9		Ha			[CFJ83] 2, M31 V0882	99	99	23.538	99	99	22.73	99	99	22.679	99	99	22.072	99	99	21.135
1981-09a	00 : 42 : 19.02	 + 41 : 13 : 15.0	1	N	2444872.5	16.4		Ha			[CFJ83] 1, M31 V0764	99	99	23.853	99	99	22.82	99	99	22.626	99	99	22.083	99	99	21.526
1981-08c	00 : 44 : 52.0	 + 41 : 44 : 57.0	8	N	2444839.38	17.7		B			ShAl 26, M31 V1124	99	99	24.821	99	99	23.861				99	99	22.055	99	99	21.441
1981-08b	00 : 42 : 08.02	 + 41 : 01 : 01.2	3	N	2444827.53	17.6		B			ShAl 25, M31 V0732	99	99	22.833	99	99	22.069				99	99	22.362	99	99	21.869
1981-08a	00 : 43 : 10.3	 + 41 : 22 : 07.0	1	N	2444822.51	18.1		B			ShAl 24, M31 V1034	99	99	23.264	99	99	23.062	99	99	22.963	99	99	22.083	99	99	21.526
1980-10a	00 : 43 : 30.96	 + 41 : 20 : 08.8	1	N	2444520.56	17.8		B			R123, M31 V1070	99	99	22.659	99	99	22.082	99	99	22.158	99	99	21.991	99	99	21.526
1980-09d	00 : 42 : 52.81	 + 41 : 15 : 46.1	1	N	2444513	16.4		B			R122, M31 V0954	99	99	23.135	99	99	22.486	99	99	22.448	99	99	21.588	99	99	21.026
1980-09c	00 : 42 : 59.61	 + 41 : 17 : 12.8	1	N	2444489.54	18		U				99	99	23.568	99	99	22.683	99	99	22.971	99	99	22.083	99	99	21.447
1980-09b	00 : 41 : 54.90	 + 41 : 00 : 45.1	3	N	2444489.52	18		U				99	99	22.833	99	99	22.069				99	99	22.362	99	99	21.869
1980-09a	00 : 40 : 35.58	 + 41 : 19 : 26.3	4	N	2444489.52	17.6		U				99	99	23.326	99	99	22.199				99	99	22.486	99	99	22.266
1979-08a	00 : 43 : 07.48	 + 41 : 18 : 27.6	1	N	2444107	18.5		B			R121, M31 V1026	99	99	23.757	99	99	22.814	99	99	22.949	99	99	22.083	99	99	21.526
1979-07a	00 : 43 : 21.0	 + 41 : 26 : 32.0	1	N	2444086.49	17		B			ShAl 23, M31 V1057	99	99	23.565	99	99	21.484	99	99	22.626	99	99	22.012	99	99	21.334
1978-10a	00 : 42 : 57.92	 + 41 : 25 : 13.7	1	N	2443805	17.7		B			R120, M31 V0982	99	99	24.019	99	99	23.342	99	99	22.626	99	99	22.083	99	99	21.526
1978-09a	00 : 42 : 58.5	 + 41 : 08 : 25.0	1	N	2443782.42	16.4		B			ShAl 16	99	99	24.037	99	99	23.08	99	99	22.626	99	99	22.083	99	99	21.526
1978-08a	00 : 41 : 33.59	 + 40 : 51 : 05.7	3	N	2443748.59	16		r			M31 V0639	99	99	22.833	99	99	22.069				99	99	22.362	99	99	21.869
1977-12a	00 : 42 : 13.70	 + 41 : 07 : 44.4	1	N	2443507	17.8		B			R119, M31 V0746	99	99	23.953	99	99	23.311	99	99	22.626	99	99	22.083	99	99	21.526
1977-11a	00 : 42 : 35.49	 + 41 : 14 : 53.1	1	N	2443459	16.9		B			R118, M31 V0852	99	99	23.131	99	99	22.367	99	99	22.458	99	99	21.691	99	99	20.999
1977-10a	00 : 46 : 11.2	 + 42 : 08 : 56.0	9	N	2443426.43	16.2		B			ShAl 22, M31 V1184	99	99	23.104	99	99	22.336									
1977-08a	00 : 42 : 50.74	 + 41 : 19 : 18.0	1	N	2443369	17.9		B			R117, M31 V0944	99	99	23.581	99	99	22.987	99	99	22.939	99	99	22.083	99	99	21.526
1976-12a	00 : 43 : 35.46	 + 41 : 31 : 46.6	2	N	2443136	18.3		B			R115, M31 V1078	99	99	23.535	99	99	21.484				99	99	22.012	99	99	21.334
1976-09c	00 : 42 : 43.43	 + 41 : 13 : 21.9	1	N	2443039	19.4		B			R116, M31 V0897	99	99	23.347	99	99	22.682	99	99	22.55	99	99	21.695	99	99	21.309
1976-09b	00 : 42 : 56.01	 + 41 : 17 : 08.1	1	N	2443039	18.2		B			R114, M31 V0968	99	99	23.367	99	99	22.412	99	99	22.607	99	99	22.019	99	99	21.102
1976-09a	00 : 42 : 50.61	 + 41 : 13 : 19.5	1	N	2443038.49	16.9		B			R113, M31 V0943	99	99	23.488	99	99	22.846	99	99	22.777	99	99	22.006	99	99	21.526
1975-12c	00 : 42 : 43.66	 + 41 : 13 : 16.7	1	N	2442776	17.6		B			R112, M31 V0900	99	99	23.223	99	99	22.768	99	99	22.68	99	99	22.004	99	99	21.397
1975-12b	00 : 41 : 47.57	 + 40 : 57 : 14.8	3	N	2442775.26	17.7		U				99	99	22.833	99	99	22.069				99	99	22.362	99	99	21.869
1975-12a	00 : 43 : 08.62	 + 41 : 17 : 27.3	1	N	2442751	19.7		B			R111, M31 V1030	99	99	23.679	99	99	23.005	99	99	22.626	99	99	22.083	99	99	21.526
1975-11a	00 : 41 : 28.58	 + 40 : 53 : 13.3	3	N	2442741.25	18.6		V			RN M31N 1945-09c	99	99	22.833	99	99	22.069				99	99	22.362	99	99	21.869
1975-10a	00 : 43 : 04.43	 + 41 : 13 : 26.1	1	N	2442699.46	17.3		B			R110, M31 V1017	99	99	23.935	99	99	23.076	99	99	22.626	99	99	22.083	99	99	21.526
1975-09a	00 : 42 : 43.56	 + 41 : 11 : 33.1	1	N	2442665.4	18.5		B				99	99	23.691	99	99	23.166	99	99	22.626	99	99	22.083	99	99	21.526
1975-02a	00 : 41 : 55.93	 + 41 : 11 : 08.9	1	N	2442454.25	15.6		B				99	99	23.264	99	99	22.499	99	99	22.626	99	99	22.083	99	99	21.526
1974-12a	00 : 43 : 10.79	 + 41 : 19 : 58.6	1	N	2442394	16.9		B			R109, M31 V1036	99	99	23.783	99	99	23.105	99	99	22.626	99	99	22.083	99	99	21.526
1974-10a	00 : 42 : 57.55	 + 41 : 14 : 31.3	1	N	2442341.3	17.7		B			R108, M31 V0977	99	99	23.583	99	99	22.935	99	99	22.95	99	99	22.083	99	99	21.526
1974-09a	00 : 41 : 51.72	 + 41 : 13 : 28.4	1	N	2442299	18.5		B			R107, M31 V0693	99	99	23.264	99	99	22.499	99	99	22.626	99	99	22.083	99	99	21.526
1974-08b	00 : 42 : 20.19	 + 41 : 07 : 26.4	1	N	2442278.53	18.3		B			R106, M31 V0766	99	99	24.01	99	99	23.518	99	99	22.626	99	99	22.083	99	99	21.526
1974-08a	00 : 42 : 01.19	 + 41 : 11 : 48.8	1	N	2442272	17.2		B			R105, M31 V0719	99	99	24.016	99	99	23.334	99	99	22.626	99	99	22.083	99	99	21.526
1974-07b	00 : 42 : 50.40	 + 41 : 18 : 46.2	1	N	2442251	18.4		B			R104, M31 V0941	99	99	23.358	99	99	22.747	99	99	22.782	99	99	22.055	99	99	21.476
1974-07a	00 : 42 : 58.20	 + 41 : 19 : 01.6	1	N	2442251	18.7		B			R103, M31 V0983	99	99	23.695	99	99	22.797	99	99	22.626	99	99	22.083	99	99	21.526
1973-10b	00 : 40 : 48.94	 + 40 : 50 : 00.1	3	N	2441976.33	16.1		B	8		ShAl 15, M31 V0514	99	99	22.833	99	99	22.069				99	99	22.362	99	99	21.869
1973-10a	00 : 42 : 39.68	 + 41 : 05 : 03.7	1	N	2441976.33	18.5		B			R102, M31 V0873	99	99	24.059	99	99	22.499	99	99	22.626	99	99	22.083	99	99	21.526
1973-09b	00 : 42 : 55.17	 + 40 : 43 : 18.2	6	N	2441956.38	17.8		B			ShAl 14, M31 V0963	99	99	23.107	99	99	22.373				99	99	22.434	99	99	22.307
1973-09a	00 : 42 : 38.44	 + 41 : 13 : 31.5	1	N	2441953	18.6		B			R101, M31 V0866	99	99	23.321	99	99	22.448	99	99	22.692	99	99	22.017	99	99	21.152
1973-08a	00 : 42 : 36.65	 + 41 : 15 : 45.7	1	N	2441900	16.1		B			R100, M31 V0859	99	99	22.945	99	99	22.269	99	99	22.137	99	99	21.563	99	99	20.639
1973-02a	00 : 43 : 02.74	 + 41 : 17 : 53.1	1	N	2441720	16.2		B			R099, M31 V1009	99	99	23.496	99	99	22.753	99	99	22.751	99	99	22.018	99	99	21.181
1972-12b	00 : 39 : 16.38	 + 40 : 31 : 24.8	14	N	2441680.28	18.8		B				99	99	22.79				99	99	22.474						
1972-12a	00 : 43 : 25.02	 + 41 : 13 : 08.1	1	N	2441655.28	17.2		B			R098, M31 V1061	99	99	24.115	99	99	23.149	99	99	22.626	99	99	22.083	99	99	21.526
1972-11a	00 : 41 : 43.58	 + 41 : 03 : 06.9	3	N	2441605.43	18.2		B			R097, M31 V0676	99	99	22.833	99	99	22.069				99	99	22.362	99	99	21.869
1972-10b	00 : 42 : 45.31	 + 41 : 10 : 19.8	1	N	2441608	16.9		B			R096, M31 V0909	99	99	23.746	99	99	23.209	99	99	22.927	99	99	22.083	99	99	21.526
1972-10a	00 : 42 : 56.78	 + 41 : 20 : 07.0	1	N	2441605.43	16.5		B			R095, M31 V0973	99	99	23.894	99	99	22.821	99	99	22.626	99	99	22.083	99	99	21.526
1972-09b	00 : 42 : 20.37	 + 41 : 10 : 09.8	1	N	2441577.57	17.7		B			ShAl 12, R094, M31 V0767	99	99	23.717	99	99	23.061	99	99	22.626	99	99	22.083	99	99	21.526
1972-09a	00 : 45 : 55.5	 + 42 : 06 : 08.0	9	N	2441565.44	17		B			ShAl 11, M31 V1179	99	99	23.104	99	99	22.336									
1972-08a	00 : 42 : 09.17	 + 41 : 09 : 55.8	1	N	2441541	18.5		B			R093, M31 V0733	99	99	24.04	99	99	23.438	99	99	22.626	99	99	22.083	99	99	21.526
1972-01b	00 : 41 : 31.56	 + 40 : 52 : 27.6	3	N	2441328.4	16.7		B	7			99	99	22.833	99	99	22.069				99	99	22.356	99	99	21.869
1972-01a	00 : 42 : 59.80	 + 41 : 12 : 52.2	1	N	2441328	18.6		B			R092, M31 V0993	99	99	23.464	99	99	22.951	99	99	22.957	99	99	22.083	99	99	21.526
1971-08a	00 : 43 : 01.30	 + 41 : 13 : 36.2	1	N	2441183	18.5		B			R091, M31 V1002	99	99	23.678	99	99	22.874	99	99	22.955	99	99	22.083	99	99	21.526
1970-11a	00 : 37 : 19.56	 + 40 : 31 : 42.8	18	N	2440916.22	18.8		B				99	99	23.952				99	99	25.295						
1970-10b	00 : 42 : 29.34	 + 41 : 16 : 17.3	1	N	2440885	16.9		pg			R090, M31 V0814	99	99	23.381	99	99	22.592	99	99	22.722	99	99	22.074	99	99	21.457
1970-10a	00 : 42 : 52.04	 + 41 : 16 : 35.1	1	N	2440869	16.8		pg			R089, M31 V0952	99	99	22.932	99	99	21.936	99	99	22.167	99	99	21.564	99	99	20.757
1970-09a	00 : 42 : 35.29	 + 40 : 42 : 15.9	6	N	2440854	16.6		B			S10780, M31 V0853	99	99	24.961				99	99	24.106						
1970-08a	00 : 45 : 51.24	 + 41 : 32 : 44.9	13	N	2440826	18.9		B			ShAl 9, S10735, M31 V1177	99	99	23.261	99	99	22.209				99	99	22.536	99	99	22.381
1970-01a	00 : 41 : 26.32	 + 41 : 09 : 14.0	3	N	2440580.31	17.5		pg			R088, M31 V0617	99	99	22.833	99	99	22.069				99	99	22.362	99	99	21.869
1969-11a	00 : 43 : 53.1	 + 41 : 24 : 37.0	2	N	2440539.5	17.3		B			ShAl 8, R087, M31 V1096	99	99	22.882	99	99	21.484				99	99	22.012	99	99	21.334
1969-10a	00 : 42 : 42.71	 + 41 : 14 : 07.3	1	N	2440506.41	17.3		pg			R086, M31 V0890	99	99	22.264	99	99	22.302	99	99	22.509	99	99	21.755	99	99	21.004
1969-09a	00 : 42 : 34.5	 + 41 : 14 : 29.0	1	N	2440478.45	16.8		B			ShAl 6, R085, M31 V0842	99	99	23.189	99	99	22.511	99	99	22.476	99	99	21.838	99	99	21.175
1969-08a	00 : 43 : 19.6	 + 41 : 13 : 44.0	1	N	2440450.49	16.4		V			ShAl 4, M31 V1055	99	99	24.055	99	99	24.369	99	99	22.626	99	99	22.083	99	99	21.526
1969-01b	00 : 42 : 55.89	 + 41 : 10 : 12.7	1	N	2440243	17		pg			R084, M31 V0967	99	99	24.038	99	99	23.361	99	99	22.626	99	99	22.083	99	99	21.526
1969-01a	00 : 42 : 32.52	 + 41 : 14 : 17.9	1	N	2440228	17.4		pg			R083, M31 V0833	99	99	23.418	99	99	22.581	99	99	22.588	99	99	22.025	99	99	21.468
1968-11a	00 : 42 : 40.89	 + 41 : 13 : 25.5	1	N	2440181	17.9		pg			R082, M31 V0880	99	99	23.463	99	99	22.732	99	99	22.485	99	99	22.03	99	99	21.114
1968-10b	00 : 43 : 49.4	 + 40 : 43 : 07.0	6	N	2440151.43	17.4		B			ShAl 3, M31 V1092	99	99	23.107	99	99	22.373				99	99	22.434	99	99	22.307
1968-10a	00 : 42 : 57.5	 + 41 : 11 : 17.0	1	N	2440152.23	17.8		B			ShAl 1, R080, M31 V0981	99	99	23.983	99	99	23.074	99	99	22.626	99	99	22.083	99	99	21.526
1968-09a	00 : 42 : 57.71	 + 41 : 08 : 11.9	1	N	2440124	17.3		pg			RN M31N 1963-09c, R079, M31 V0979	99	99	23.972	99	99	24.157	99	99	22.626	99	99	22.083	99	99	21.526
1968-08a	00 : 45 : 11.9	 + 41 : 48 : 46.0	8	N	2440087.38	17.8		B			ShAl 2, M31 V1138	99	99	24.091	99	99	23.066				99	99	22.055	99	99	21.441
1968-01b	00 : 42 : 38.94	 + 41 : 19 : 23.9	1	N	2439876	16.9		pg			R078, M31 V0869	99	99	23.58	99	99	23.216	99	99	22.626	99	99	22.083	99	99	21.526
1968-01a	00 : 42 : 26.79	 + 41 : 11 : 12.0	1	N	2439857	15.9		pg			R077, M31 V0799	99	99	23.792	99	99	22.499	99	99	22.626	99	99	22.083	99	99	21.526
1967-12b	00 : 43 : 01.40	 + 41 : 15 : 40.3	1	N	2439852	16.1		pg			R076, M31 V1003	99	99	23.496	99	99	22.832	99	99	22.971	99	99	22.083	99	99	21.457
1967-12a	00 : 42 : 49.98	 + 41 : 17 : 31.3	1	N	2439845	16.8		pg			R075, M31 V0938	99	99	22.927	99	99	22.203	99	99	22.148	99	99	21.588	99	99	21.015
1967-11a	00 : 42 : 51.00	 + 41 : 15 : 52.2	1	N	2439800.57	18.1		B			[B68] N27, M31 V0947	99	99	22.885	99	99	22.157	99	99	22.026	99	99	21.261	99	99	20.701
1967-10b	00 : 43 : 37.00	 + 41 : 19 : 06.5	1	N	2439789.28	16.9		B	8		S10731, M31 V1079	99	99	23.927	99	99	23.193	99	99	22.626	99	99	22.083	99	99	21.526
1967-10a	00 : 43 : 17.32	 + 41 : 19 : 39.4	1	N	2439775.45	17.3		B			R074, [B68] N25, M31 V1049	99	99	23.914	99	99	24.566	99	99	22.626	99	99	22.083	99	99	21.526
1967-09b	00 : 43 : 40.48	 + 41 : 26 : 58.7	2	N	2439762	19.3		B			S10732, M31 V1083	99	99	23.422	99	99	21.484				99	99	22.012	99	99	21.334
1967-09a	00 : 42 : 01.58	 + 41 : 04 : 06.4	3	N	2439739	19.1		B			[B68] N24, M31 V0720	99	99	22.833	99	99	22.069				99	99	22.362	99	99	21.869
1967-08b	00 : 39 : 27.53	 + 40 : 44 : 04.4	14	N	2439731	18.7		B			[B68] N23, S10747, M31 V0080	99	99	22.79				99	99	22.474						
1967-08a	00 : 41 : 56.99	 + 41 : 08 : 10.2	1	N	2439706.47	17.8		pg			R073, [B68] N22, M31 V0703	99	99	22.833	99	99	22.069				99	99	22.362	99	99	21.869
1967-01a	00 : 42 : 47.35	 + 41 : 19 : 03.1	1	N	2439495	17.1		pg			R072, M31 V0926	99	99	23.455	99	99	22.501	99	99	22.834	99	99	22.083	99	99	21.458
1966-11b	00 : 43 : 08.71	 + 41 : 13 : 08.3	1	N	2439447	17.6		pg			R071, M31 V1031	99	99	23.951	99	99	23.225	99	99	22.626	99	99	22.083	99	99	21.526
1966-11a	00 : 42 : 41.49	 + 41 : 18 : 50.7	1	N	2439437	17		pg			R070, M31 V0885	99	99	23.599	99	99	22.813	99	99	22.929	99	99	22.083	99	99	21.452
1966-10b	00 : 45 : 45.47	 + 41 : 45 : 02.1	8	N	2439416.33	17.5		U				99	99	23.513	99	99	23.054				99	99	22.055	99	99	21.441
1966-09f	00 : 40 : 23.61	 + 40 : 24 : 05.2	19	N	2439389.47	17.5		U			[B68] N19, M31 V0319	99	99	23.457				99	99	23.213						
1966-09e	00 : 39 : 30.33	 + 40 : 29 : 14.0	14	N	2439389.47	18.8		U			S10729, M31 V0082	99	99	23.345				99	99	23.832						
1966-09d	00 : 44 : 31.32	 + 41 : 24 : 55.9	2	N	2439388	19.4		U			S10734, M31 V1116	99	99	22.435	21.255	0.295	99				99	99	22.012	99	99	21.619
1966-09c	00 : 42 : 25.79	 + 41 : 13 : 14.4	1	N	2439380	16.2		pg			R067, [B68] N18, M31 V0796	99	99	23.52	99	99	22.822	99	99	22.924	99	99	22.083	99	99	21.526
1966-09b	00 : 42 : 34.20	 + 41 : 09 : 58.2	1	N	2439378	17.1		pg			R069, [B68] N20, M31 V0844	99	99	23.744	99	99	23.128	99	99	22.626	99	99	22.083	99	99	21.526
1966-09a	00 : 42 : 12.54	 + 41 : 20 : 56.6	1	N	2439376	17.1		pg			R068, M31 V0741	99	99	24.133	99	99	23.285	99	99	22.626	99	99	22.083	99	99	21.526
1966-01a	00 : 42 : 42.95	 + 41 : 18 : 33.8	1	N	2439127	17.3		pg			R065, M31 V0893	99	99	23.334	99	99	22.458	99	99	22.727	99	99	21.932	99	99	21.178
1965-12a	00 : 43 : 00.30	 + 41 : 23 : 06.4	1	N	2439121	15.3		pg			R064, M31 V0997	99	99	23.938	99	99	23.334	99	99	22.626	99	99	22.083	99	99	21.526
1965-11c	00 : 44 : 13.18	 + 41 : 47 : 06.2	2	N	2439088.31	16.5		V			[B68] N17, M31 V1109	99	99	23.571	99	99	21.484				99	99	22.012	99	99	21.334
1965-11a	00 : 42 : 20.77	 + 41 : 20 : 57.1	1	N	2439079	17.3		B			[S71] B, M31 V0768	99	99	24.175	99	99	23.42	99	99	22.626	99	99	22.083	99	99	21.526
1965-09c	00 : 41 : 14.29	 + 40 : 43 : 24.2	3	N	2439026	19.2		U			[B68] N16, M31 V0580	99	99	22.833	99	99	22.069				99	99	22.362	99	99	21.869
1965-09a	00 : 43 : 03.67	 + 41 : 23 : 35.7	1	N	2439008	17.7		pg			R063, M31 V1015	99	99	23.852	99	99	23.283	99	99	22.626	99	99	22.083	99	99	21.526
1965-06a	00 : 42 : 53.85	 + 41 : 22 : 07.3	1	N	2438939	17.3		pg			R062, [B68] N15, M31 V0960	99	99	24.036	99	99	23.226	99	99	22.626	99	99	22.083	99	99	21.526
1964-12c	00 : 43 : 27.12	 + 41 : 28 : 41.0	2	N	2438761	16.7		pg			R061, M31 V1066	99	99	23.528	99	99	21.484				99	99	22.012	99	99	21.334
1964-12b	00 : 42 : 44.94	 + 41 : 15 : 28.8	1	N	2438753	17		pg			R060, M31 V0908	99	99	22.503	99	99	21.547	99	99	21.707	99	99	20.927	99	99	20.2
1964-12a	00 : 42 : 52.88	 + 41 : 16 : 49.7	1	N	2438744	16.6		pg			R058, M31 V0955	99	99	22.885	99	99	22.191	99	99	22.206	99	99	21.67	99	99	20.703
1964-11b	00 : 42 : 50.55	 + 41 : 15 : 20.3	1	N	2438706	15		pg			R057, M31 V0942	99	99	22.95	99	99	22.109	99	99	22.219	99	99	21.453	99	99	21.067
1964-11a	00 : 42 : 37.63	 + 41 : 11 : 24.0	1	N	2438701	17.3		pg			R059, M31 V0863	99	99	23.777	99	99	22.893	99	99	22.923	99	99	22.083	99	99	21.526
1964-10b	00 : 42 : 46.77	 + 41 : 15 : 00.5	1	N	2438675	17.1		pg			R056, M31 V0921	99	99	22.928	99	99	22.101	99	99	22.05	99	99	21.544	99	99	20.651
1964-10a	00 : 42 : 47.75	 + 41 : 17 : 19.1	1	N	2438670.32	16.7		U			[B68] N14, M31 V0927	99	99	23.003	99	99	21.993	99	99	22.148	99	99	21.545	99	99	20.711
1964-09a	00 : 44 : 03.11	 + 41 : 15 : 43.0	1	N	2438651.56	17.3		B			[B68] N13, M31 V1105	99	99	22.556	99	99	22.255				99	99	22.331	99	99	21.634
1964-08b	00 : 42 : 36.79	 + 41 : 22 : 09.5	1	N	2438614	17.3		pg			R055, [B68] N12, M31 V0860	99	99	24.06	99	99	23.758	99	99	22.626	99	99	22.083	99	99	21.526
1964-08a	00 : 42 : 45.44	 + 41 : 17 : 36.7	1	N	2438614	16.4		pg			R054, M31 V0910	99	99	23.182	99	99	22.225	99	99	22.421	99	99	21.635	99	99	21.038
1964-01b	00 : 42 : 14.28	 + 41 : 13 : 38.0	1	N	2438401	17		pg			R053, M31 V0747	99	99	23.73	99	99	22.875	99	99	22.941	99	99	22.083	99	99	21.526
1964-01a	00 : 42 : 47.90	 + 41 : 18 : 10.5	1	N	2438398	16.4		pg			R052, M31 V0929	99	99	23.434	99	99	22.444	99	99	22.547	99	99	21.815	99	99	21.134
1963-12b	00 : 40 : 04.69	 + 40 : 37 : 27.6	14	N	2438373.22	18.4		V				99	99	22.79				99	99	22.474						
1963-12a	00 : 41 : 35.30	 + 40 : 59 : 07.4	3	N	2438367	18		V			[B68] N11, M31 V0644	99	99	22.833	99	99	22.069				99	99	22.362	99	99	21.869
1963-10e	00 : 43 : 07.89	 + 41 : 22 : 12.9	1	N	2438325	17		pg			R050, [B68] N09, M31 V1028	99	99	23.915	99	99	23.207	99	99	22.626	99	99	22.083	99	99	21.526
1963-10d	00 : 42 : 17.46	 + 41 : 07 : 28.0	1	N	2438322.31	16.3		pg			R051, [B68] N10, M31 V0760	99	99	23.965	99	99	23.219	99	99	22.626	99	99	22.083	99	99	21.526
1963-10c	00 : 44 : 03.61	 + 41 : 26 : 02.7	2	N	2438315	19.5		B			S10733, M31 V1106	99	99	23.437	99	99	21.484				99	99	22.012	99	99	21.334
1963-10b	00 : 40 : 53.42	 + 40 : 59 : 39.3	3	N	2438310	16.5		pg	13		R049, [B68] N08, M31 V0532	99	99	22.833	99	99	22.069				99	99	22.362	99	99	21.869
1963-10a	00 : 43 : 46.03	 + 41 : 38 : 33.1	2	N	2438311	17.6		U			[B68] N07, M31 V1088	99	99	23.59	99	99	21.484				99	99	22.012	99	99	21.334
1963-09c	00 : 42 : 57.73	 + 41 : 08 : 12.4	1	N	2438288	17.8		pg			R048, M31 V0979	99	99	23.955	99	99	23.59	99	99	22.626	99	99	22.083	99	99	21.526
1963-09b	00 : 43 : 32.06	 + 41 : 21 : 22.7	1	N	2438284.4	15.4		U	3		R047, [M67] N1, M31 V1073	99	99	23.72	99	99	23.054	99	99	22.96	99	99	22.083	99	99	21.526
1963-09a	00 : 44 : 26.50	 + 41 : 39 : 17.5	2	N	2438282.37	18.5		V			[M67] N3, M31 V1114	99	99	23.025	99	99	21.484				99	99	22.012	99	99	21.334
1963-08a	00 : 42 : 47.05	 + 41 : 13 : 25.2	1	N	2438262.46	16.7		pg	20		R046, [M67] N2, M31 V0923	99	99	23.415	99	99	22.483	99	99	22.695	99	99	22.004	99	99	21.46
1963-08c	00 : 45 : 49.08	 + 41 : 53 : 24.8	8	N	2438258.55	19.1		U				99	99	23.878	99	99	22.765				99	99	22.055	99	99	21.441
1963-08b	00 : 42 : 48.94	 + 41 : 18 : 35.1	1	N	2438257.5	17.7		U				99	99	23.425	99	99	22.571	99	99	22.657	99	99	22.06	99	99	21.452
1962-12c	00 : 43 : 03.39	 + 41 : 15 : 14.4	1	N	2438017	17.6		pg			R044, M31 V1014	99	99	23.619	99	99	22.97	99	99	22.961	99	99	22.083	99	99	21.526
1962-12b	00 : 41 : 46.16	 + 41 : 30 : 53.7	5	N	2438017	16.3		pg			R043, M31 V0679	99	99	23.237	99	99	22.382				99	99	22.517	99	99	22.202
1962-12a	00 : 43 : 03.27	 + 41 : 19 : 35.8	1	N	2438013	17		pg			R042, M31 V1012	99	99	23.653	99	99	22.754	99	99	22.939	99	99	22.083	99	99	21.526
1962-11c	00 : 42 : 33.67	 + 41 : 11 : 10.0	1	N	2437998	17.9		pg			R041, M31 V0839	99	99	23.801	99	99	22.822	99	99	22.626	99	99	22.083	99	99	21.526
1962-11b	00 : 42 : 55.92	 + 41 : 14 : 16.6	1	N	2437995	18.8		pg			R040, M31 V0965	99	99	23.697	99	99	22.936	99	99	22.957	99	99	22.005	99	99	21.473
1962-11a	00 : 41 : 40.58	 + 41 : 03 : 33.9	3	N	2437988.31	17.2		U			RN M31N 1926-06a, R039, [B68] N05	99	99	22.833	99	99	22.069				99	99	22.362	99	99	21.869
1962-10a	00 : 42 : 40.48	 + 41 : 13 : 47.9	1	N	2437961	17.9		U			[B68] N06, M31 V0879	99	99	23.27	99	99	22.547	99	99	22.489	99	99	21.83	99	99	21.144
1962-09d	00 : 42 : 28.27	 + 41 : 22 : 07.2	1	N	2437931	16.9		pg			R038, [B68] N04, M31 V0810	99	99	24.06	99	99	23.4	99	99	22.626	99	99	22.083	99	99	21.526
1962-09c	00 : 41 : 50.87	 + 41 : 12 : 59.9	1	N	2437920	17.1		pg			R037, M31 V0690	99	99	23.264	99	99	22.499	99	99	22.626	99	99	22.083	99	99	21.526
1962-09b	00 : 40 : 34.88	 + 40 : 43 : 49.7	14	N	2437914	18.1		B			[B68] N03, M31 V0440	99	99	22.55				99	99	22.269						
1962-09a	00 : 47 : 37.70	 + 41 : 45 : 30.0	12	N	2437910.55	19.5		U				99	99	23.491	99	99	22.549									
1962-08a	00 : 42 : 32.22	 + 40 : 52 : 13.2	3	N	2437884	18		B			S10730, M31 V0831	99	99	23.107	99	99	22.373				99	99	22.518	99	99	22.307
1962-07a	00 : 43 : 26.81	 + 41 : 15 : 09.1	1	N	2437870	17		pg	35		R036, [B68] N02, M31 V1065	99	99	23.905	99	99	23.238	99	99	22.626	99	99	22.083	99	99	21.526
1961-11b	00 : 42 : 53.10	 + 41 : 17 : 39.4	1	N	2437620	17		pg			R045, M31 V0956	99	99	23.275	99	99	22.423	99	99	22.497	99	99	21.783	99	99	21.018
