M31N	RA	DEC	UVIT field	Each Epoch detection	Discovery JD	MAG	MAG_err	Filt	T2	T2_err	alternative names	F148W mag	F148W err	F148W upper limit	F172M mag	F172M err	F172M upper limit	F169M mag	F169M err	F169M upper limit	N219M mag	N219M err	N219M upper limit	N279N mag	N279N err	N279N upper limit
2013-05a	00 : 42 : 43.51	 + 41 : 16 : 19.6	1	N	2456422.5	16.9		w			PNV J00424351+4116196	99	99	21.964	99	99	21.156	99	99	21.156	99	99	20.687	99	99	19.864
2013-04a	00 : 42 : 58.38	 + 41 : 18 : 55.6	1	N	2456390.64	16.3	0.1	R	9.4	5.1	PNV J00425838+4118556 Hornoch118	99	99	23.684	99	99	22.876	99	99	22.947	99	99	22.083	99	99	21.445
2013-03c	00 : 42 : 54.69	 + 41 : 10 : 25.7	1	N	2456376.27	17.9		R			PNV J00425469+4110257 Hornoch117	99	99	23.656	99	99	23.044	99	99	22.626	99	99	22.083	99	99	21.526
2013-03b	00 : 42 : 55.09	 + 41 : 15 : 56.0	1	N	2456376.27	16.7	0.1	R	43.6	17.6	PNV J00425509+4115560 Hornoch116	99	99	23.193	99	99	22.365	99	99	22.54	99	99	21.796	99	99	21.091
2013-02b	00 : 42 : 46.33	 + 41 : 13 : 50.6	1	N	2456345.57	17.8	0.1	R	14.9	1.1	PNV J00424629+4113517	99	99	23.346	99	99	22.376	99	99	22.736	99	99	21.744	99	99	21.163
2013-02a	00 : 39 : 25.67	 + 40 : 37 : 45.1	14	N	3456332.98	17.2		w			PNV J00392567+4037451	99	99	22.79				99	99	22.474						
2013-01b	00 : 44 : 02.07	 + 41 : 25 : 44.2	2	N	2456318.23	15.1		R	3		PNV J00440207+4125442 Hornoch115	99	99	23.031	99	99	21.484				99	99	22.012	99	99	21.334
2013-01a	00 : 42 : 44.15	 + 41 : 14 : 52.5	1	N	2456296.95	16		w			PNV J00424418+4114517	99	99	22.698	99	99	22.292	99	99	22.035	99	99	21.476	99	99	20.608
2012-12b	00 : 46 : 19.12	 + 41 : 44 : 36.4	8	N	2456287.09	16.7		w			PNV J00461912+4144364	99	99	23.261	99	99	22.209				99	99	22.536	99	99	22.381
2012-12a	00 : 42 : 49.13	 + 41 : 17 : 02.5	1	N	2456271.53	18.5		R			PNV J00424912+4117027 Hornoch114	99	99	22.923	99	99	21.958	99	99	22.047	99	99	21.599	99	99	20.618
2012-10a	00 : 45 : 28.84	 + 41 : 54 : 09.5	8	N	2456219.18	18.4		R			RN M31N 2008-12a TCP J00452884+4154095	99	99	23.026	99	99	24.374				99	99	22.055	99	99	21.441
2012-09b	00 : 42 : 50.98	 + 41 : 14 : 09.7	1	N	2456188.28	15.55	0.04	R	3.2	0.4	PNV J00425104+4114102 Hornoch113	99	99	23.353	99	99	22.606	99	99	22.552	99	99	21.862	99	99	21.268
2012-09a	00 : 42 : 47.16	 + 41 : 16 : 19.6	1	N	2456179.27	16.3	0.15	R	9.7	1.4	RN M31N 1984-07a Hornoch112	99	99	22.347	99	99	21.634	99	99	21.485	99	99	20.871	99	99	20.063
2012-08a	00 : 42 : 59.09	 + 41 : 16 : 11.8	1	N	2456148.59	17.2		R			PNV J00425909+4116118 Hornoch111	99	99	23.431	99	99	22.643	99	99	22.954	99	99	22.083	99	99	21.45
2012-07c	00 : 42 : 39.91	 + 41 : 26 : 57.3	1	N	2456127.49	17.01	0.07	R	27.4	7.2	PNVJ00423991+4126573 Hornoch110,PTF12guq	99	99	24.2	99	99	23.432	99	99	22.626	99	99	22.083	99	99	21.526
2012-07b	00 : 42 : 23.71	 + 41 : 10 : 14.2	1	N	2456124.53	16.8	0.07	R	29.5	4	PNV J00422371+4110142 Hornoch109	99	99	23.805	99	99	23.115	99	99	22.626	99	99	22.083	99	99	21.526
2012-07a	00 : 41 : 33.95	 + 41 : 08 : 06.3	3	N	2456115.89	17.9	0.15	R	58	21.9	PTF12gnd	99	99	22.833	99	99	22.069				99	99	22.362	99	99	21.869
2012-06g	00 : 42 : 42.20	 + 41 : 13 : 01.6	1	N	2456105.25	16.97	0.08	R	20	4.6	PNV J00424220+4113016	99	99	23.414	99	99	22.732	99	99	22.576	99	99	22.025	99	99	21.46
2012-06f	00 : 42 : 37.07	 + 41 : 22 : 16.0	1	N	2456101.54	18.6	0.1	R	34.4	12.7	PNVJ00423707+4122160 Hornoch108,PTF12fyz	99	99	24.081	99	99	23.322	99	99	22.626	99	99	22.083	99	99	21.526
2012-06a	00 : 43 : 21.92	 + 41 : 20 : 24.4	1	N	2456096.55	16.67	0.07	R	33.2	12.1	PNVJ00432192+4120244 Hornoch106,PTF12fsf	99	99	23.949	99	99	23.3	99	99	22.626	99	99	22.083	99	99	21.526
2012-06e	00 : 42 : 05.05	 + 41 : 15 : 48.2	1	N	2456092.89	18	0.15	R	16.1	12.1	PNVJ00420505+4115482 PTF12flv,Hornoch107	99	99	23.996	99	99	23.007	99	99	22.626	99	99	22.083	99	99	21.526
2012-06d	00 : 38 : 56.60	 + 40 : 29 : 49.8	15	N	2456086.9	19.4		R			PTF12fdt	99	99	23.345				99	99	23.166						
2012-06c	00 : 45 : 09.79	 + 41 : 40 : 50.6	2	N	2456085.91	17.7		R			PTF12fdo	99	99	23.444	99	99	22.934				99	99	22.055	99	99	21.441
2012-06b	00 : 40 : 23.22	 + 40 : 36 : 10.3	14	N	2456084.96	19.8		R			PTF12fdn	99	99	22.773				99	99	22.319						
2012-05e	00 : 44 : 12.29	 + 41 : 00 : 50.5	6	N	2456059.99	18.4		R			PTF12ejs	99	99	22.926	99	99	22.255				99	99	22.233	99	99	22.087
2012-05d	00 : 41 : 31.85	 + 41 : 08 : 32.0	3	N	2456052.56	18.4	0.25	R	33	5.6	PNV J00413185+4108320, Hornoch105	99	99	22.833	99	99	22.069				99	99	22.362	99	99	21.869
2012-05c	00 : 42 : 31.49	 + 41 : 26 : 13.8	1	N	2456052.56	17.3	0.1	R	21.7	4	PNV J00423149+4126138, Hornoch104	99	99	23.237	99	99	22.382	99	99	22.626	99	99	22.517	99	99	22.202
2012-05b	00 : 42 : 32.72	 + 41 : 15 : 37.8	1	N	2456052.58	18.2	0.15	R	60.2	28	PNV J00423272+4115373, Hornoch103	99	99	23.273	99	99	22.314	99	99	22.44	99	99	21.66	99	99	21.027
2012-05a	00 : 42 : 59.27	 + 41 : 18 : 14.6	1	N	2456052.3	15.36	0.07	R	17.4	5.2	PNV J00425927+4118146, Hornoch102	99	99	23.586	99	99	22.944	99	99	22.691	99	99	22.024	99	99	21.449
2012-03c	00 : 42 : 22.92	 + 41 : 04 : 16.5	1	N	2456004.27	16.5	0.1	R	39.7	8.1	PNV J00422292+4104165, Hornoch101	99	99	24.165	99	99	23.668	99	99	22.626	99	99	22.083	99	99	21.526
2012-03b	00 : 42 : 27.73	 + 41 : 08 : 13.6	1	N	2456003.26	17.4	0.15	R	43.5	22.7	PNV J00422773+4108136, Hornoch100	99	99	23.943	99	99	22.499	99	99	22.626	99	99	22.083	99	99	21.526
2012-03a	00 : 43 : 34.19	 + 41 : 25 : 07.3	1	N	2455995.93	16.3		w			PNV J00433417+4125078	99	99	23.545	99	99	21.484				99	99	22.012	99	99	21.334
2012-02c	00 : 43 : 24.07	 + 41 : 19 : 23.7	1	N	2455976.31	16.95	0.1	R	28.6	5.3		99	99	23.913	99	99	22.954	99	99	22.626	99	99	22.083	99	99	21.526
2012-02b	00 : 40 : 07.67	 + 40 : 46 : 12.5	14	N	2455973.3	15.3	0.03	R	4.1	1.5		99	99	22.79				99	99	22.474						
2012-02a	00 : 41 : 46.70	 + 40 : 15 : 06.1	19	N	2455958.62	18.4		R			PTF12ahb	99	99	23.457				99	99	23.213						
2012-01b	00 : 42 : 38.04	 + 41 : 08 : 41.7	1	N	2455947.92	17.6	0.15	R	12.6	0.9	RN M31N 1923-12c, PNV J00423804+4108417	99	99	24.045	99	99	22.874	99	99	22.626	99	99	22.083	99	99	21.526
2012-01a	00 : 41 : 41.01	 + 41 : 19 : 44.3	1	N	2455931.34	17.4	0.1	R	34.8	8.7	PTF12js	99	99	23.264	99	99	22.499	99	99	22.626	99	99	22.083	99	99	21.526
2011-12b	00 : 43 : 55.84	 + 41 : 21 : 26.6	1	N	2455919.63	18.2	0.15	R	67.5	12.5	PNV J00435583+4121265	99	99	23.657	99	99	21.484				99	99	22.012	99	99	21.334
2011-12a	00 : 42 : 06.28	 + 41 : 01 : 28.7	3	N	2455902.58	17.26	0.09	R	30.8	14.3	PTF11rdv	99	99	22.833	99	99	22.069				99	99	22.362	99	99	21.869
2011-11e	00 : 42 : 38.31	 + 41 : 16 : 31.3	1	N	2455885.2	16.07	0.07	R	39.5	9.5	PNV J00423831+4116313, Hornoch99	99	99	22.977	99	99	22.184	99	99	22.04	99	99	21.297	99	99	20.739
2011-11c	00 : 41 : 58.24	 + 41 : 24 : 01.1	1	N	2455878.23	16.62	0.08	R	22.7	3.6	PNV J00415824+4124011, Hornoch98	99	99	23.237	99	99	22.382				99	99	22.517	99	99	22.202
2011-11a	00 : 42 : 10.07	 + 41 : 05 : 13.8	1	N	2455877.09	17.75	0.1	R	33.2	8.9	PNV J00421003+4105141	99	99	23.264	99	99	22.499	99	99	22.626	99	99	22.083	99	99	21.526
2011-10e	00 : 45 : 28.82	 + 41 : 54 : 09.9	8	N	2455856.96	18.2		R			RN M31N 2008-12a, PNV J00452885+4154094	99	99	22.924	99	99	24.436				99	99	22.055	99	99	21.441
2011-10d	00 : 42 : 55.74	 + 41 : 17 : 52.3	1	N	2455854.22	16.78	0.06	R	29	10.4	PNV J00425571+4117524	99	99	23.256	99	99	22.534	99	99	22.542	99	99	22.031	99	99	21.448
2011-10a	00 : 42 : 57.13	 + 41 : 17 : 10.9	1	N	2455836.16	16.76	0.05	R	43.9	9.4	PNV J00425701+4117095, Hornoch97	99	99	23.364	99	99	22.685	99	99	22.597	99	99	21.772	99	99	21.454
2011-09b	00 : 42 : 21.71	 + 41 : 12 : 33.7	1	N	2455817.38	16.75	0.07	R	9.9	2.9	PNV J00422171+4112338, Hornoch96	99	99	23.68	99	99	22.887	99	99	22.626	99	99	22.083	99	99	21.526
2011-09a	00 : 41 : 23.00	 + 40 : 46 : 56.3	3	N	2455813.4	16.46	0.05	R	19.5	7.4	PNV J00412302+4046560, PTF11mcx	99	99	22.833	99	99	22.069				99	99	22.362	99	99	21.869
2011-08b	00 : 44 : 47.94	 + 41 : 38 : 09.6	2	N	2455778.25	16.82	0.04	R	35.2	9.4	PNV J00444794+4138096, PTF11kfb	99	99	23.552	99	99	21.484				99	99	22.012	99	99	21.334
2011-08a	00 : 40 : 40.51	 + 40 : 53 : 00.1	3	N	2455777.27	17.65	0.1	R	27.7	3	PNV J00404052+4053000, PTF11jza	99	99	22.833	99	99	22.069				99	99	22.362	99	99	21.869
2011-07b	00 : 41 : 41.12	 + 41 : 20 : 11.7	4	N	2455770.57	17.5	0.1	R	23.4	2.6	PNV J00414112+4120117, PTF11kif	99	99	23.326	99	99	22.199				99	99	22.486	99	99	22.266
2011-07a	00 : 42 : 44.83	 + 41 : 18 : 00.7	1	N	2455765.19	16.45	0.08	R	22.6	5.4	PNVJ00424483+4118007, Hornoch95,PTF11kie	99	99	23.267	99	99	22.576	99	99	22.508	99	99	21.785	99	99	21.004
2011-06d	00 : 43 : 06.85	 + 41 : 15 : 30.8	1	N	2455742.53	16.9	0.1	R	17.2	2.2	PNVJ00430685+4115308, Hornoch94,PTF11hfs	99	99	23.656	99	99	22.922	99	99	22.955	99	99	22.008	99	99	21.45
2011-06c	00 : 42 : 24.14	 + 41 : 11 : 54.8	1	N	2455719.04	18.3		R			PNV J00422413+4111549	99	99	23.889	99	99	23.038	99	99	22.922	99	99	22.083	99	99	21.526
2011-06a	00 : 41 : 23.07	 + 41 : 06 : 17.4	3	N	2455718.3	17.8	0.1	R	35.8	9.5	PNV J00412300+4106174, PTF11fvj	99	99	22.833	99	99	22.069				99	99	22.362	99	99	21.869
2011-05a	00 : 42 : 43.53	 + 41 : 16 : 37.3	1	N	2455711.53	17	0.2	R	74.3	25.2	PNV J00424359+4116378, Hornoch93	99	99	22.492	99	99	21.614	99	99	21.547	99	99	20.923	99	99	20.219
2011-06b	00 : 42 : 02.69	 + 41 : 02 : 54.2	3	N	2455709.94	18.48	0.1	R	42.1	4.7	PNV J00420269+4102545	99	99	22.833	99	99	22.069				99	99	22.362	99	99	21.869
2011-03a	00 : 44 : 17.41	 + 41 : 14 : 55.6	7	N	2455643.27	18.3		R			PNV J00441741+4114556, Hornoch92	99	99	22.926	99	99	22.255				99	99	22.233	99	99	22.087
2011-02d	00 : 44 : 07.02	 + 41 : 17 : 10.8	7	N	2455619.06	16.9	0.1	R	23.3	5.8	PNV J00440705+4117108	99	99	22.589	99	99	22.255				99	99	22.323	99	99	22.087
2011-02c	00 : 42 : 44.25	 + 41 : 16 : 49.3	1	N	2455616.28	16.9	0.15	R	11.3	2.1	PNV J00424425+4116493, Hornoch91	99	99	22.21	99	99	21.466	99	99	21.74	99	99	21.225	99	99	20.292
2011-02b	00 : 42 : 42.96	 + 41 : 15 : 10.4	1	N	2455616.28	17.7	0.2	R	14	2.6	PNV J00424296+4115104, Hornoch90	99	99	22.626	99	99	21.887	99	99	21.778	99	99	21.136	99	99	20.461
2011-02a	00 : 42 : 02.33	 + 41 : 29 : 15.6	5	N	2455607.63	17.2	0.1	R	24.9	6.5	PNV J00420232+4129153	99	99	23.237	99	99	22.382				99	99	22.517	99	99	22.202
2011-01c	00 : 41 : 46.28	 + 40 : 50 : 11.4	3	N	2455589.22	17.8		R				99	99	22.833	99	99	22.069				99	99	22.362	99	99	21.869
2011-01b	00 : 42 : 39.03	 + 41 : 13 : 25.8	1	N	2455578.02	16.36	0.04	R	3.4	0.9	PNV J00423907+4113258, Hornoch89	99	99	23.426	99	99	22.714	99	99	22.607	99	99	22.022	99	99	21.463
2011-01a	00 : 42 : 42.68	 + 41 : 19 : 14.8	1	N	2455568.89	14.92	0.05	R	8.4	4.4	Hornoch88	99	99	23.65	99	99	23.082	99	99	22.626	99	99	22.083	99	99	21.526
2010-12c	00 : 42 : 56.67	 + 41 : 17 : 21.2	1	N	2455545.59	16.5	0.1	R	6.9	2.2	Hornoch87	99	99	23.593	99	99	22.846	99	99	22.565	99	99	22.029	99	99	21.207
2010-12b	00 : 42 : 31.08	 + 41 : 27 : 20.3	1	Y	2455540.62	15.7		R	3			21.898	0.072	99	21.153	0.116	99	21.49	0.109	99	21.274	0.16	99	20.37	0.204	99
2010-11b	00 : 45 : 28.81	 + 41 : 54 : 09.9	8	N	2455521	17.6		w			RN M31N 2008-12a	99	99	22.942	99	99	24.436				99	99	22.055	99	99	21.441
2010-11a	00 : 42 : 31.61	 + 41 : 09 : 50.8	1	N	2455523.55	18.1	0.1	R	44.9	25.6		99	99	23.833	99	99	23.032	99	99	22.626	99	99	22.083	99	99	21.526
2010-10e	00 : 42 : 57.75	 + 41 : 08 : 12.3	1	N	2455500.2	18.05	0.1	R	4.3	0.5	RN M31N 1963-09c Hornoch86	99	99	23.966	99	99	24.166	99	99	22.626	99	99	22.083	99	99	21.526
2010-10d	00 : 42 : 36.91	 + 41 : 19 : 28.9	1	N	2455498.22	17	0.1	R	22.9	3.9	Hornoch85	99	99	23.86	99	99	23.231	99	99	22.626	99	99	22.083	99	99	21.526
2010-10c	00 : 44 : 26.57	 + 41 : 31 : 13.6	2	N	2455482.61	18.15	0.1	R	30.1	3.9		99	99	23.434	99	99	21.484				99	99	22.012	99	99	21.334
2010-10f	00 : 42 : 43.58	 + 41 : 12 : 42.6	1	N	2455481.01	15.5		r	3			99	99	22.264	99	99	22.262	99	99	22.499	99	99	22.083	99	99	21.526
2010-10a	00 : 42 : 45.82	 + 41 : 24 : 22.0	1	N	2455474.29	17.14	0.1	R	10.4	2.9	Hornoch83	99	99	24.067	99	99	24.585	99	99	22.626	99	99	22.083	99	99	21.526
2010-09b	00 : 43 : 45.55	 + 41 : 07 : 54.5	1	N	2455469.73	18.2	0.15	R	18	2.2		99	99	23.264	99	99	22.499	99	99	22.626	99	99	22.083	99	99	21.526
2010-10b	00 : 42 : 41.55	 + 41 : 03 : 27.7	1	N	2455427.55	17.6	0.1	R	211.4	151.1	Hornoch84	99	99	24.022	99	99	24.057	99	99	22.626	99	99	22.083	99	99	21.526
2010-09c	00 : 38 : 09.06	 + 40 : 37 : 25.9	18	N	2455421.74	17		R			ROTSE3 J003809.1+403726	99	99	23.952				99	99	24.79						
2010-07a	00 : 43 : 20.11	 + 41 : 21 : 23.7	1	N	2455384.57	16.13	0.06	R	17.3	6.6	Hornoch81	99	99	23.949	99	99	23.257	99	99	22.626	99	99	22.083	99	99	21.526
2010-06a	00 : 43 : 07.56	 + 41 : 19 : 49.0	1	N	2455374.53	16.95	0.1	R	49.8	3.9	Hornoch78	99	99	23.787	99	99	22.499	99	99	22.626	99	99	22.083	99	99	21.526
2010-06b	00 : 44 : 22.46	 + 41 : 28 : 14.5	2	N	2455374.5	17.65	0.1	R	69.7	62.6	Hornoch79	99	99	23.603	99	99	21.484				99	99	22.012	99	99	21.334
2010-06c	00 : 44 : 04.48	 + 41 : 28 : 34.2	2	N	2455373.58	17.45	0.1	R	23	6.8		99	99	23.419	99	99	21.484				99	99	22.012	99	99	21.334
2010-06d	00 : 42 : 55.61	 + 41 : 19 : 26.0	1	N	2455371.52	17.68	0.1	R	95	91.5	Hornoch80	99	99	23.796	99	99	22.803	99	99	22.945	99	99	22.083	99	99	21.526
2010-07b	00 : 43 : 07.48	 + 41 : 17 : 58.7	1	N	2455351.64	18.7		Ha			Hornoch82	99	99	23.59	99	99	22.498	99	99	22.948	99	99	22.083	99	99	21.526
2010-05a	00 : 42 : 35.90	 + 41 : 16 : 38.2	1	N	2455344.54	17	0.1	R	37.5	6.8	Hornoch77	99	99	23.099	99	99	22.174	99	99	22.551	99	99	21.749	99	99	20.999
2010-04a	00 : 42 : 44.75	 + 41 : 15 : 11.9	1	N	2455316.82	16.5		w				99	99	22.832	99	99	21.885	99	99	21.71	99	99	21.254	99	99	20.506
2010-03b	00 : 42 : 55.87	 + 41 : 15 : 19.6	1	N	2455265.25	16.9		R			Hornoch76	99	99	23.436	99	99	22.43	99	99	22.664	99	99	21.814	99	99	21.472
2010-03a	00 : 42 : 47.74	 + 41 : 17 : 01.4	1	N	2455257.25	17	0.2	R	63.7	11.6	Hornoch75	23.181	0.103	99	22.444	0.193	99	99	99	21.963	99	99	21.625	99	99	20.557
2010-02a	00 : 42 : 36.87	 + 41 : 15 : 29.6	1	N	2455255.25	15.54	0.09	R	5.1	2.3	Hornoch74	99	99	22.885	99	99	21.895	99	99	22.063	99	99	21.579	99	99	20.991
2010-01c	00 : 43 : 20.28	 + 40 : 58 : 30.2	6	N	2455224.94	16.85	0.08	R	7.6	2.6		99	99	23.107	99	99	22.373				99	99	22.434	99	99	22.307
2010-01b	00 : 43 : 00.07	 + 41 : 25 : 16.9	1	N	2455213.94	16.8	0.15	R	23.7	9.7		99	99	24.041	99	99	23.415	99	99	22.626	99	99	22.083	99	99	21.526
2010-01d	00 : 42 : 42.81	 + 41 : 16 : 14.7	1	N	2455212.02	15.8		UV				99	99	22.264	99	99	22.499	99	99	21.254	99	99	20.71	99	99	21.526
2010-01a	00 : 42 : 56.70	 + 41 : 17 : 20.2	1	N	2455207.63	15.94	0.04	R	14.3	3.1		99	99	23.477	99	99	22.741	99	99	22.758	99	99	22.021	99	99	21.207
2009-12b	00 : 45 : 28.80	 + 41 : 54 : 10.1	8	N	2455167.5	18.8		R			RN M31N 2008-12a	99	99	22.942	99	99	24.354				99	99	22.055	99	99	21.441
2009-12a	00 : 40 : 19.40	 + 41 : 15 : 47.6	4	N	2455187.99	16.6		w	10			99	99	23.326	99	99	22.199				99	99	22.486	99	99	22.266
2009-11d	00 : 44 : 16.87	 + 41 : 18 : 53.6	7	N	2455154.69	17.26	0.1	R	23.9	2.2		99	99	22.169	99	99	21.76				99	99	22.28	99	99	21.619
2009-11e	00 : 42 : 35.33	 + 41 : 12 : 59.4	1	N	2455154.17	17	0.1	R	38.8	15.1	Hornoch73	99	99	23.449	99	99	22.708	99	99	22.768	99	99	22.015	99	99	21.461
2009-11c	00 : 43 : 10.46	 + 41 : 12 : 18.5	1	N	2455141.86	17.03	0.1	R	30.1	7.7	Hornoch72	99	99	24.089	99	99	24.249	99	99	22.626	99	99	22.083	99	99	21.526
2009-11a	00 : 43 : 04.79	 + 41 : 41 : 07.8	5	N	2455135.82	17.6	0.1	R	23.9	2.1		99	99	23.237	99	99	22.382				99	99	22.517	99	99	22.202
2009-11b	00 : 42 : 39.60	 + 41 : 09 : 02.9	1	N	2455135.63	18.6	0.1	R	110.4	29.2	RN M31N 1997-11k	99	99	23.832	99	99	23.246	99	99	22.626	99	99	22.083	99	99	21.526
2009-10b	00 : 42 : 20.83	 + 41 : 16 : 44.3	1	N	2455114.49	15.76	0.04	R	6.8	2.3	Hornoch71	99	99	23.724	99	99	23.269	99	99	22.626	99	99	22.083	99	99	21.526
2009-10c	00 : 42 : 45.72	 + 41 : 15 : 57.0	1	N	2455113.58	16.4	0.15	R	33.6	6.7		99	99	21.946	99	99	21.283	99	99	21.401	99	99	20.609	99	99	19.927
2009-10a	00 : 45 : 14.04	 + 42 : 04 : 38.8	8	N	2455104.99	17		R	15			99	99	24.24	99	99	22.105				99	99	22.055	99	99	21.441
2009-09a	00 : 42 : 26.08	 + 41 : 04 : 01.0	1	N	2455073.49	17.5	0.15	R	124.2	43.1		99	99	24.186	99	99	24.691	99	99	22.626	99	99	22.083	99	99	21.526
2009-08e	00 : 42 : 36.16	 + 41 : 18 : 02.4	1	N	2455069.4	17.9	0.1	R	118.9	30.3		99	99	23.587	99	99	22.718	99	99	22.902	99	99	22.083	99	99	21.464
2009-08d	00 : 42 : 46.74	 + 41 : 15 : 37.4	1	N	2455055.92	17.2	0.1	R	33.9	13.3	Hornoch70	99	99	22.5	99	99	21.57	99	99	21.617	99	99	21.081	99	99	20.266
2009-08c	00 : 42 : 41.22	 + 41 : 17 : 01.3	1	N	2455055.92	17.2		R			Hornoch69	99	99	22.927	99	99	22.004	99	99	22.024	99	99	21.655	99	99	20.689
2009-08b	00 : 44 : 09.89	 + 41 : 48 : 50.7	10	N	2455053.28	17.1		w	18			99	99	22.877	99	99	22.168				99	99	22.783			
2009-06b	00 : 42 : 10.37	 + 41 : 12 : 19.8	1	N	2455012.55	17.8		R				99	99	23.928	99	99	23.295	99	99	22.626	99	99	22.083	99	99	21.526
2009-06c	00 : 42 : 33.92	 + 41 : 15 : 52.9	1	N	2455003.52	18.7		R				99	99	23.056	99	99	22.118	99	99	22.097	99	99	21.288	99	99	20.624
2009-08a	00 : 42 : 58.10	 + 41 : 17 : 29.6	1	N	2454990.45	17.8	0.1	R	92	36.8		99	99	23.459	99	99	22.578	99	99	22.638	99	99	22.027	99	99	21.321
2009-06a	00 : 45 : 45.82	 + 42 : 00 : 00.1	8	N	2454974.26	17.4		w				99	99	24.479	99	99	23.174				99	99	22.055	99	99	21.441
2009-05b	00 : 42 : 33.98	 + 41 : 10 : 55.9	1	N	2454968.57	18.3		R			Hornoch68	99	99	23.764	99	99	22.791	99	99	22.626	99	99	22.083	99	99	21.526
2009-05a	00 : 42 : 45.04	 + 41 : 15 : 21.2	1	N	2454968.57	17.1		R			Hornoch67	99	99	22.723	99	99	21.88	99	99	21.778	99	99	21.068	99	99	20.526
2009-02b	00 : 42 : 27.77	 + 41 : 13 : 42.4	1	N	2454882.63	18.5		R				99	99	23.636	99	99	22.784	99	99	22.928	99	99	22.083	99	99	21.457
2009-02a	00 : 43 : 43.81	 + 41 : 36 : 38.8	2	N	2454868.93	16.8		w				99	99	23.348	99	99	21.484				99	99	22.012	99	99	21.334
2009-01a	00 : 44 : 44.03	 + 41 : 23 : 28.3	2	N	2454859.92	18.5		w				99	99	22.926	99	99	22.255				99	99	22.233	99	99	22.087
2008-12b	00 : 43 : 04.85	 + 41 : 17 : 51.6	1	N	2454830.21	16.8		w	25		P60-M31-081230	99	99	23.539	99	99	22.724	99	99	22.807	99	99	22.024	99	99	21.45
2008-12a	00 : 45 : 28.80	 + 41 : 54 : 10.1	8	N	2454826.98	18.7		w				99	99	22.942	99	99	24.354				99	99	22.055	99	99	21.441
2008-11d	00 : 42 : 57.30	 + 41 : 15 : 41.1	1	N	2454795.38	20.2		i'			ANG-08B-M31-04	99	99	23.497	99	99	22.711	99	99	22.954	99	99	21.87	99	99	21.452
2008-11a	00 : 41 : 32.26	 + 41 : 06 : 01.0	3	N	2454774.67	16.5	0.1	R	4.8	1.5	Hornoch66	99	99	22.833	99	99	22.069				99	99	22.362	99	99	21.869
2008-10c	00 : 42 : 48.50	 + 41 : 13 : 49.8	1	N	2454759.52	19		i'			ANG-08B-M31-01	99	99	23.38	99	99	22.336	99	99	22.606	99	99	22.008	99	99	21.458
2008-10a	00 : 43 : 35.46	 + 41 : 54 : 44.2	10	N	2454747.21	17.1		w	38			99	99	22.877	99	99	22.168				99	99	22.783			
2008-10b	00 : 43 : 02.41	 + 41 : 14 : 09.9	1	N	2454745.61	18	0.15	R	54.1	9.3		99	99	23.602	99	99	22.733	99	99	22.723	99	99	22.083	99	99	21.526
2008-09c	00 : 42 : 51.42	 + 41 : 01 : 54.0	1	N	2454724.86	17.6		g	17		P60-M31-080915	99	99	23.107	99	99	22.373	99	99	22.626	99	99	22.434	99	99	22.307
2008-09a	00 : 41 : 46.72	 + 41 : 07 : 52.1	1	N	2454722.68	18.1		g	16		P60-M31-080913	99	99	22.833	99	99	22.069				99	99	22.362	99	99	21.869
2008-08c	00 : 42 : 40.51	 + 41 : 26 : 18.0	1	N	2454706.63	16.8		R	26		Hornoch65	99	99	24.02	99	99	23.395	99	99	22.626	99	99	22.083	99	99	21.526
2008-08b	00 : 42 : 52.38	 + 41 : 16 : 12.9	1	N	2454688.46	16.4		R			RN M31N 1926-07c	99	99	22.913	99	99	22.323	99	99	22.539	99	99	21.634	99	99	20.945
2008-08a	00 : 42 : 44.99	 + 41 : 17 : 07.7	1	N	2454688.46	16.7	0.1	R	17.1	4.4		99	99	22.77	99	99	21.97	99	99	21.954	99	99	21.196	99	99	20.471
2008-07b	00 : 43 : 27.28	 + 41 : 10 : 03.3	1	N	2454669.82	18.4	0.1	R	23.5	7.7	P60-M31-080723	99	99	23.734	99	99	22.939	99	99	22.626	99	99	22.083	99	99	21.526
2008-06c	00 : 43 : 08.30	 + 41 : 18 : 38.0	1	N	2454645.49	18.7		R			Hornoch63	99	99	23.699	99	99	22.835	99	99	22.951	99	99	22.033	99	99	21.526
2008-06b	00 : 42 : 27.81	 + 41 : 14 : 48.2	1	N	2454643.61	16	0.1	R	23.8	6.9	Hornoch62	99	99	23.379	99	99	22.684	99	99	22.638	99	99	22.038	99	99	21.294
2008-06a	00 : 42 : 37.72	 + 41 : 12 : 30.0	1	N	2454631.96	17.7		R				99	99	23.605	99	99	22.617	99	99	22.801	99	99	22.083	99	99	21.463
2008-07a	00 : 42 : 34.42	 + 41 : 18 : 15.7	1	N	2454619.53	18.7	0.25	R	482.5	103.5	Hornoch64	99	99	23.761	99	99	22.79	99	99	22.937	99	99	22.083	99	99	21.526
2008-05d	00 : 44 : 01.73	 + 41 : 04 : 23.8	7	N	2454614.54	17.3		R				99	99	22.926	99	99	22.255				99	99	22.233	99	99	22.087
2008-05c	00 : 43 : 12.08	 + 41 : 19 : 15.8	1	N	2454612.95	17.2	0.1	R	29.4	5.1		99	99	23.894	99	99	23.228	99	99	22.626	99	99	22.083	99	99	21.526
